,Name,Title,Descriptions,Date
1,Ningshi Yao,Avoiding Chatter in an Online Co-Learning Algorithm Predicting Human Intention,"Chatter can happen when an online learning algorithm is used by a robot to predict human intention while interacting with a human subject. When chatter happens, the learning algorithm continually changes its prediction, without reaching  a constant prediction of human intention. Using the Rescorla-Wagner model for human learning, we analyze an expert based online learning algorithm and identify an invariant set in the state and parameter space where chatter will occur. Based on the chatter analysis, we also propose an improved expert based learning algorithm where the invariant set does not exist so that chatter can be avoided. ",11-Dec-19
2,Ningshi Yao,Autonomous flying blimp interaction with human in an indoor space,"We present the Georgia Tech Miniature Autonomous Blimp (GT-MAB), which is designed to support human-robot interaction experiments in an indoor space for up to two hours. GT-MAB is safe while flying in close proximity to humans. It is able to detect the face of a human subject, follow the human, and recognize hand gestures. GT-MAB employs a deep neural network based on the single shot multibox detector to jointly detect a human user’s face and hands in a real-time video stream collected by the onboard camera. A human-robot interaction procedure is designed and tested with various human users. The learning algorithms recognize two hand waving gestures. The human user does not need to wear any additional tracking device when interacting with the flying blimp. Vision-based feedback controllers are designed to control the blimp to follow the human and fly in one of two distinguishable patterns in response to each of the two hand gestures. The blimp communicates its intentions to the human user by displaying visual symbols. The collected experimental data show that the visual feedback from the blimp in reaction to the human user significantly improves the interactive experience between blimp and human. The demonstrated success of this procedure indicates that GT-MAB could serve as a flying robot that is able to collect human data safely in an indoor environment.",8-Jan-19
3,Ningshi Yao,Resolving Contentions for Intelligent Traffic Intersections Using Optimal Priority Assignment and Model Predictive Control,"We address the problem of optimally scheduling automated vehicles crossing an urban intersection by assigning vehicles with priorities. We formulate the intersection scheduling problem as a Mixed Integer Programming (MIP) problem which co-designs the priority and traveling speed for each vehicle. The co-design aims to minimize the vehicle waiting time at the intersection area, under a set of safety constraints. To solve the problem, we present a contention-resolving Model Predictive Control (MPC) method to dynamically assign priorities and compute the optimal speed for each vehicle based on the assigned priorities. The optimal priority assignment can be determined using a sampling based approach. The effectiveness of the proposed method is validated through simulation and shows reductions in traveling time.",21-Aug-18
4,Ningshi Yao,Scheduling feasibility of energy management in micro-grids based on significant moment analysis,"This chapter studies the operation and scheduling of electric loads in micro-grid, a highly automated and distributed cyber-physical energy system. We establish rigorous mathematical expressions for electric loads and battery banks in the micro-grid by considering their characteristics and constraints. Based on these mathematical models, we propose a novel real-time scheduling analysis method for priority-based energy management in micro-grid, named significant moments analysis (SMA). SMA pinpoints all the crucial moments when electrical operations are requested among the micro-grid and establishes a dynamic model to describe the scheduling behavior of electric loads. Using SMA, we can check the scheduling feasibility and predict whether the micro-grid can generate enough power to support the execution of electric loads. In the case where the power is insufficient to supply load demands, SMA can provide accurate information about the amount of insufficient power and the time when the insufficiency happens. Simulated results are presented to show the effectiveness of the proposed analysis method.",1-Sep-17
5,Ningshi Yao,Monocular vision-based human following on miniature robotic blimp,"We present an approach that allows the Georgia Tech Miniature Autonomous Blimp (GT-MAB) to detect and follow a human. This accomplishment is the first Human Robot Interaction (HRI) demonstration between an uninstrumented human and a robotic blimp. GT-MAB is an ideal platform for HRI missions because it is safe to humans and can support sufficient flight time for HRI experiments. However, due to complex aerodynamic influence on the blimp, the human following task for GT-MAB with a single on-board camera is a challenging problem. We integrate Haar face detector and KLT feature tracker to achieve robust human tracking. After a human face is detected in the real-time video stream, we estimated the 3D positions of the human with respect to GT-MAB. Visionbased PID controllers are designed based on estimated relative position and the motion primitives of GT-MAB such that it can achieve stable and continuous human following behavior. Experimental results are presented to demonstrate the human following capability on GT-MAB.",29-May-17
6,Ningshi Yao,Contention resolving optimal priority assignment for event-triggered model predictive controllers,"Priority-based scheduling strategies are often used to resolve contentions in resource constrained networked control systems (NCSs). Such scheduling strategies inevitably introduce time delays into controls. Considering the coupling between priority assignment and control, this paper proposes a novel method to co-design priority assignments and controls for each control loop in NCSs. The co-design aims to minimize the performance degradation caused by time delays. The priority assignment is determined by a path planning approach to search for optimal priority assignments. Model predictive controllers are designed based on optimizing priority assignments to compute optimal controls. Simulations are presented to show the effectiveness of the proposed method.",24-May-17
7,Ningshi Yao,Modeling the effect of nanoparticles & the bistability of transmembrane potential in non-excitable cells,"We present a simple dynamical model for the transmembrane potential in non-excitable mammalian cells. This model allows us to mimic the effect of nanoparticles on the transmembrane potential, by decreasing the permeability of potassium ion channels. We show that our model agrees with the trends observed in our experiments. However, it also exhibits opposing trends under certain conditions, which were not seen in the experiments. This indicates that the membrane potential can be bistable. We analyze the cellular conditions which may cause this apparent bistability. The effects of adding nanoparticles on sodium and chloride ion channels are also studied using the proposed model. We hypothesize that nanoparticles may also block the sodium and chloride ion channels but the extent of blockage of these ion channels may differ from that of potassium ion channels.",6-Jul-16
0,Ping Xu,COKE: Communication-censored Kernel Learning via Random Features ,,1-Jun-19
1,Ping Xu,An energy-efficient distributed average consensus scheme via infrequent communication,,1-Nov-18
2,Ping Xu,A class of event-triggered coordination algorithms for multi-agent systems on weight-balanced digraphs,,1-Jun-18
3,Ping Xu, Efficient channel estimation for massive MIMO systems via truncated two-dimensional atomic norm minimization,,1-May-17
0,Xuan Wang,A Discrete-time Distributed Algorithm for Minimum l1-Norm Solution of an Under-determined Linear Equation Set,,1-Jul-20
1,Xuan Wang,More Consensus is Not Always Beneficial,,1-Jul-20
2,Xuan Wang,"Scalable, Distributed Algorithms for Solving Linear Equations via Double-Layered Networks",,1-Mar-20
3,Xuan Wang,Distributed Algorithm for Least Squares Solutions,,1-Oct-19
4,Xuan Wang,Towards Resilience for Consensus-based Multi-Agent Learning/Planning,,1-Sep-19
5,Xuan Wang,Finite-Time Distributed Linear Equation Solver for Solutions with Minimum l1 Norm,,1-Jul-19
6,Xuan Wang,A Distributed algorithm for Least Squares Solutions in Double-layered Multi-agent Networks,,1-Jul-19
7,Xuan Wang,A Resilient Convex Combination for Consensus-based Distributed Algorithms,,1-Mar-19
8,Xuan Wang,A Distributed Algorithm with Scalar States for Solving Linear Equations,,1-Dec-18
9,Xuan Wang,Distributed Algorithm for Achieving Minimum l1 Norm Solutions of Linear Equation,,1-Jun-18
10,Xuan Wang,A Distributed Algorithm for Conservation Principle and Applications,,1-Jun-18
11,Xuan Wang,A Distributed Linear Equation Solver for Least Square Solutions,,1-Dec-17
12,Xuan Wang,Further Discussions on a Distributed Algorithm for Solving Linear Algebra Equations,,1-May-17
13,Xuan Wang,Improvement of a Distributed Algorithm for Solving Linear Equations,,1-Apr-17
14,Xuan Wang,Online De ection Estimation of X-axis Beam on Positioning Machine,,1-Jan-16
0,Ali Raz,Minimum SysML Representations to Enable Rapid Evaluation using Agent‐Based Simulation,,3-Jul-18
1,Ali Raz,Modeling Freight Transportation as a System-of-Systems to Determine Adoption of Emerging Vehicle Technologies,,1-Jul-18
2,Ali Raz,Integrating SysML and Agent‐Based Modeling for Rapid Architecture Evaluation,,1-Jun-18
3,Ali Raz,Cyber-Phyiscal Command-Guided Swarm,,1-May-18
4,Ali Raz,System architecting and design space characterization,,27-Apr-18
5,Ali Raz,System-of-Systems Architecture Metrics for Information Fusion: A Network Theoretic Formulation,,1-Jan-18
6,Ali Raz,Developing Model-Based Systems Engineering Artifacts for Legacy System,,1-Jan-18
7,Ali Raz,A System-of-Systems perspective for information fusion system design and evaluation,,1-May-17
8,Ali Raz,Information Fusion System design space characterization by Design of Experiments,,10-Jul-16
9,Ali Raz,A System-of-Systems Perspective on Information Fusion Systems: Architecture Representation and Evaluation,,5-Jan-15
10,Ali Raz,Performance evaluation of distributed Track-to-Track Fusion Systems,,5-Oct-14
0,Ran Ji,"Properties, formulations, and algorithms for portfolio optimization using Mean-Gini criteria","We study an extended set of Mean-Gini portfolio optimization models that encompasses a general version of the mean-risk formulation, the Minimal Gini model (MinG) that minimizes Gini’s Mean Differences, and the new risk-adjusted Mean-Gini Ratio (MGR) model. We analyze the properties of the various models, prove that a performance measure based on a Risk Adjusted version of the Mean Gini Ratio (RAMGR) is coherent, and establish the equivalence between maximizing this performance measure and solving for the maximal Mean-Gini ratio. We propose a linearization approach for the fractional programming formulation of the MGR model. We also conduct a thorough evaluation of the various Mean-Gini models based on four data sets that represent combinations of bullish and bearish scenarios in the in-sample and out-of-sample phases. The performance is (i) analyzed with respect to eight return, risk, and risk-adjusted criteria, (ii) benchmarked with the S&P500 index, and (iii) compared with their Mean-Variance counterparts for varying risk aversion levels and with the Minimal CVaR and Minimal Semi-Deviation models. For the data sets used in our study, our results suggest that the various Mean-Gini models almost always result in solutions that outperform the S&P500 benchmark index with respect to the out-of-sample cumulative return. Further, particular instances of Mean-Gini models result in solutions that are as good or better (for example, MinG in bullish in-sample scenarios, and MGR in bearish out-of-sample scenarios) than the solutions obtained with their counterparts in Mean-Variance, Minimal CVaR and Minimal Semi-Deviation models.",Annals of Operations Research
1,Ran Ji,Risk-budgeting multi-portfolio optimization with portfolio and marginal risk constraints,"Multi-portfolio optimization problems and the incorporation of marginal risk contribution constraints have recently received a sustained interest from academia and financial practitioners. We propose a class of new stochastic risk budgeting multi-portfolio optimization models that impose portfolio as well as marginal risk constraints. The models permit the simultaneous and integrated optimization of multiple sub-portfolios in which the marginal risk contribution of each individual security is accounted for. A risk budget defined with a downside risk measure is allocated to each security. We consider the two cases in which the asset universes of the sub-portfolios are either disjoint (diversification of style) or overlap (diversification of judgment). The proposed models take the form of stochastic programming problems and include each a probabilistic constraint with multi-row random technology matrix. We expand a combinatorial modeling framework to represent the feasible set of the chance constraints first as a set of mixed-integer linear inequalities. The new reformulation proposed in this paper is much sparser than previously presented reformulations and allows the efficient solution of problem instances that could not be solved otherwise. We evaluate the efficiency and scalability of the proposed method that is general enough to be applied to general chance-constrained optimization problems. We conduct a cross-validation study via a rolling-horizon procedure to assess the performance of the models, and understand the impact of the parameters and diversification types on the portfolios.",Annals of Operations Research
0,Paulo Costa,An automated Dialog System for Border Control,,17-Mar-14
1,Paulo Costa,Probabilistic Ontology and Knowledge Fusion for Procurement Fraud Detection in Brazil,"To cope with citizens’ demand for transparency and corruption prevention, the Brazilian Office of the Comptroller General (CGU) has carried out a number of actions, including: awareness campaigns aimed at the private sector; campaigns to educate the public; research initiatives; and regular inspections and audits of municipalities and states. Although CGU has collected information from hundreds of different sources - Revenue Agency, Federal Police, and others - the process of fusing all this data has not been efficient enough to meet the needs of CGU’s decision makers. Therefore, it is natural to change the focus from data fusion to knowledge fusion. As a consequence, traditional syntactic methods should be augmented with techniques that represent and reason with the semantics of databases. However, commonly used approaches, such as Semantic Web technologies, fail to deal with uncertainty, a dominant characteristic in corruption prevention. This paper presents the use of probabilistic ontologies built with Probabilistic OWL (PR-OWL) to design and test a model that performs information fusion to detect possible frauds in procurements involving Federal money in Brazil. To design this model, a recently developed tool for creating PR-OWL ontologies was used with support from PR-OWL specialists and careful guidance from a fraud detection specialist from CGU. At present, the task of procurement fraud detection is done manually by an auditor. The number of suspicious cases that can be analyzed by a single person is small. The experimental results obtained with the presented approach are preliminary, but show the viability of developing a tool based on PR-OWL ontologies to automatize this task. This paper also examplifies how to use PR-OWL 2.0 to provide a link between the deterministic and probabilistic parts of the ontology.",1-Jan-13
2,Paulo Costa,Issues of uncertainty analysis in high-level information fusion,"High-Level Information Fusion (HLIF) utilizes techniques from Low-Level Information Fusion (LLIF) to support situation/impact assessment, user involvement, and mission and resource management (SUM). Given the unbounded analysis of situations, events, users, resources, and missions; it is obvious that uncertainty is manifested by the nature of application requirements. In this panel, we seek discussions on methods and techniques to intelligently assess the problem of HLIF uncertainty analysis to alleviate high-performance statistical computational optimizations, unrealizable mathematical assumptions, or rigorous modeling and problem scoping which lead to time delays, brittleness, and rigidity, respectively. Given the various methods of LLIF and the complexity of HLIF, an interest to the ISIF community is to utilize diverse methods (such as those from other communities) that bridge the LLIF-HLIF gap of uncertainty analysis. To get a qualified and diverse viewpoint, we present a summary of HLIF uncertainty processes towards developing a multisource ontology of uncertainty to support HLIF modeling, methods, and management and systems design.",12-Jul-12
3,Paulo Costa,PR-OWL 2 Case Study: A Maritime Domain Probabilistic Ontology,,18-Nov-11
4,Paulo Costa,Modeling a probabilistic ontology for maritime domain awareness,"Situational awareness and prediction are essential elements of information fusion. Both involve various types of uncertainty and require a sound automated inferential process. Probabilistic ontologies support uncertainty management in semantically aware systems, and facilitate modular, interoperable systems. This paper describes the process of developing a probabilistic ontology for a Maritime Domain Awareness application. The ontology was created to support identification of ships behaving suspiciously enough to be declared ships of interest. The original model was expanded in two ways: to provide reasons for declaring a ship as being of interest, and to include individual crew member associations. The latter is achieved by supporting inferences about a person's close relations, group associations, communications, and background influences to assess his likelihood of having terrorist links.",5-Jul-11
5,Paulo Costa,Notes on Modeling a Probabilistic Ontology for Maritime Domain Awareness,,1-Jun-11
6,Paulo Costa,Evaluating uncertainty representation and reasoning in HLF systems,"High-level fusion of hard and soft information from diverse sensor types still depends heavily on human cognition. This results in a scalability conundrum that current technologies are incapable of solving. Although there is widespread acknowledgement that an HLF framework must support automated knowledge representation and reasoning with uncertainty, there is no consensus on the most appropriate technology to satisfy this requirement. Further, the debate among proponents of the various approaches is laden with miscommunication and ill-supported assumptions, which inhibits advancement of HLF research as a whole. A clearly defined, scientifically rigorous evaluation framework is needed to help information fusion researchers assess the suitability of various approaches and tools to their applications. This paper describes requirements for such a framework and describes a use case in HLF evaluation.",1-Jan-11
7,Paulo Costa,UnBBayes: a Java Framework for Probabilistic Models in AI,"As Java popularity surges, several domain independent architectures supporting the design of knowledge intensive reasoning systems are being developed using the language (e.g. jCOLIBRI2 [Garcia, 2008], Protege [Noy et al., 2000]). One example is UnBBayes, an open-source framework that provides a graphical means of building probabilistic knowledge models for real-world applications.
This book chapter invites you to understand the historical background of UnBBayes, its architectural underpinnings, and the major technical challenges behind its development. Further, it presents suggestions on its usage as a framework and API for domain modeling and probabilistic reasoning.",1-Jan-11
8,Paulo Costa,Compatibility formalization between PR-OWL and OWL,"As stated in [5], a major design goal for PR-OWL was to attain compatibility with OWL. However, this goal has been only partially
achieved as yet, primarily due to several key issues not fully addressed in the original work. This paper describes several important issues of compatibility between PR-OWL and OWL, and suggests approaches to deal with them. To illustrate the issues and how they can be addressed, we use procurement fraud as an example application domain [2]. First, we describe the lack of mapping between PR-OWL random variables (RVs)
and the concepts defined in OWL, and then show how this mapping can be done. Second, we describe PR-OWL's lack of compatibility with existing types already present in OWL, and then show how every type defined in PR-OWL can be directly mapped to concepts already present in OWL.",1-Jul-10
9,Paulo Costa,High Level Fusion and Predictive Situational Awareness with Probabilistic Ontologies,"The change of focus in modern warfare from individual platforms to the network has caused a concomitant shift in supporting concepts and technologies. Greater emphasis is placed on interoperability and composeability. New technologies such as SOA and semantically aware systems have come into the spotlight. This paper argues that just as the problem space demands interoperability of diverse technologies, so must the solution space. In other words, not only are new approaches needed, but they must also come together as a seamlessly interoperable technological tool set. This can be accomplished only via a consistent multidisciplinary approach. 
In this paper, we present some of the major requirements of today’s Predictive Situation Awareness Systems (PSAW), propose our approach as a coordinated mix between state-of-the-art research efforts, and present the architecture for enabling our approach.",1-Jan-10
10,Paulo Costa,UnBBayes-MEBN: Comments on Implementing a Probabilistic Ontology Tool,,1-Jan-08
0,Rochelle Jones,A Systems Framework for Distance Learning in Engineering Graduate Programs,,1-Jan-12
1,Rochelle Jones,Project Management for Executing Distance Education Programs,,1-Jan-12
2,Rochelle Jones,Future Challenges of Mobile Learning in Web-based Instruction,,1-Jan-10
0,Shima Mohebbi,Electronic Supply Network Coordination in Intelligent and Dynamic Environments: Modeling and Implementation,,
1,Shima Mohebbi,Representative Papers,,
0,Bengt Ljungquist,Large scale similarity search across digital reconstructions of neural morphology,"Most functions of the nervous system depend on neuronal and glial morphology. Continuous advances in microscopic imaging and tracing software have provided an increasingly abundant availability of 3D reconstructions of arborizing dendrites, axons, and processes, allowing their detailed study. However, efficient, large-scale methods to rank neural morphologies by similarity to an archetype are still lacking. Using the NeuroMorpho.Org database, we present a similarity search software enabling fast morphological comparison of hundreds of thousands of neural reconstructions from any species, brain regions, cell types, and preparation protocols. We compared the performance of different morphological measurements: 1) summary morphometrics calculated by L-Measure, 2) persistence vectors, a vectorized descriptor of branching structure, 3) the combination of the two. In all cases, we also investigated the impact of applying dimensionality reduction using principal component analysis (PCA). We assessed qualitative performance by gauging the ability to rank neurons in order of visual similarity. Moreover, we quantified information content by examining explained variance and benchmarked the ability to identify occasional duplicate reconstructions of the same specimen. We also compared two different methods for selecting the number of principal components using this benchmark. The results indicate that combining summary morphometrics and persistence vectors with applied PCA using maximum likelihood based automatic dimensionality selection provides an information rich characterization that enables efficient and precise comparison of neural morphology. We have deployed the similarity search as open-source online software both through a user-friendly graphical interface and as an API for programmatic access.",14-May-22
1,Bengt Ljungquist,Efficient metadata mining of web-accessible neural morphologies,"Advancements in neuroscience research have led to steadily accelerating data production and sharing. The online community repository of neural reconstructions NeuroMorpho.Org grew from fewer than 1000 digitally traced neurons in 2006 to more than 140,000 cells today, including glia that now constitute 10.1% of the content. Every reconstruction consists of a detailed 3D representation of branch geometry and connectivity in a standardized format, from which a collection of morphometric features is extracted and stored. Moreover, each entry in the database is accompanied by rich metadata annotation describing the animal subject, anatomy, and experimental details. The rapid expansion of this resource in the past decade was accompanied by a parallel rise in the complexity of the available information, creating both opportunities and challenges for knowledge mining. Here, we introduce a new summary reporting functionality, allowing NeuroMorpho.Org users to efficiently download digests of metadata and morphometrics from multiple groups of similar cells for further analysis. We demonstrate the capabilities of the tool for both glia and neurons and present an illustrative statistical analysis of the resulting data.",19-May-21
2,Bengt Ljungquist,Highlights from the Era of Open Source Web-Based Tools,Accepted 11/30/2020,1-Jan-20
3,Bengt Ljungquist,Developing a Mobile Interface for NeuroMorpho.Org,,1-Jan-19
4,Bengt Ljungquist,A Bit-Encoding Based New Data Structure for Time and Memory Efficient Handling of Spike Times in an Electrophysiological Setup,"Recent neuroscientific and technical developments of brain machine interfaces have put increasing demands on neuroinformatic databases and data handling software, especially when managing data in real time from large numbers of neurons. Extrapolating these developments we here set out to construct a scalable software architecture that would enable near-future massive parallel recording, organization and analysis of neurophysiological data on a standard computer. To this end we combined, for the first time in the present context, bit-encoding of spike data with a specific communication format for real time transfer and storage of neuronal data, synchronized by a common time base across all unit sources. We demonstrate that our architecture can simultaneously handle data from more than one million neurons and provide, in real time (< 25 ms), feedback based on analysis of previously recorded data. In addition to managing recordings from very large numbers of neurons in real time, it also has the capacity to handle the extensive periods of recording time necessary in certain scientific and clinical applications. Furthermore, the bit-encoding proposed has the additional advantage of allowing an extremely fast analysis of spatiotemporal spike patterns in a large number of neurons. Thus, we conclude that this architecture is well suited to support current and near-future Brain Machine Interface requirements.",5-Mar-18
5,Bengt Ljungquist,Discrepancies between cortical and behavioural long-term readouts of hyperalgesia in awake freely moving rats,,1-Jan-16
6,Bengt Ljungquist,A distributed light-weight database for the organization of electrophysiological data.,"When sharing neural data, both electrophysiological and image data as well as other forms of data, there are some requirements which should be met: 1) Different acquisitions system have different data formats for offline and real time data, which needs to be accessed and processed in a common way by applications; 2) Data need to be stored in a database system directly in connection with the recording facility in order to facilitate data organization and sharing; 3) Data must be accessible for data-intensive applications. In this work, we present a distributed database system which allows for storing and analysis of electrophysiological data in real time simultaneously across multiple locations, addressing the problems identified above. The database is light-weight as it stores only the electrophysiological data itself, and may be complemented by databases of meta data, whose format is more likely to change from experiment to experiment and may not be easily standardized across labs. We also present a case study which shows how data both from simulations and experiments, the latter taken form multiple types of acquisition systems, can reside in the same data base and be shared in real time, thus allowing for direct and parallel computational analysis of electrophysiological data.",1-Jan-12
7,Bengt Ljungquist,"A novel framework for storage, analysis and integration through mediation of large-scale electrophysiological data",,1-Jan-11
8,Bengt Ljungquist,Spike feature stability during long-term recordings.,"Non-stationary variations in the shape and amplitude of extracellularly recorded neuronal action potentials may cause serious problems in analysis of neuronal responses over time. Such non-stationarity may be caused by many different mechanisms such as: dislocation of electrodes in tissue, tissue responses like microglial invasion or proliferation of astrocytes displacing neurons from the electrodes or by neuronal properties changing over time as a result of plasticity or changing states of the neuronal network. Even if a successful spike sorting is performed, it may therefore be difficult to judge if the identified units are produced by the same or by different neurons during discontinuous recording sessions. Thus, by for example analyzing the unit distribution in the principal component space, the same neuron may be smeared out in this feature space.
In this work, we have developed software that utilizes a subset of features that is stable over time for tracking single units during discontinuous recordings from cortical or striatal neurons. We have also implemented classification software using these features, which allows automatic tracking of neurons.
In conclusion, our new “neuron tracking” software is likely to prove useful in studies of long term changes in neuronal responses during for instance learning. It may also provide a valuable tool by which different electrode designs can be tested.",1-Jan-10
9,Bengt Ljungquist,An IEC 62061 compliant safety system design method for machinery,,1-Feb-05
10,Bengt Ljungquist,Investigation of requirements selection quality in market-driven software processes using an open source discrete event simulation framework,"When developing commercial software products it is crucial to select the right requirements for the right release and to have a short mean-time-to-market (MTTM) in order to be competitive. We report on a simulation of a model of market-driven requirements engineering processes with requirements selection quality as a key aspect. The simulator is built using an open source simulation framework and an evaluation of this framework is provided. The simulator enables investigation of how MTTM is affected by variations of internal and external process parameters. The results indicate that it is beneficial to put resources on a requirements screening phase, as this reduces the risk of process overload",1-Jan-04
0,Diek Wheeler,Quantification of neuron types in the rodent hippocampal formation by data mining and numerical optimization,"Quantifying the population sizes of distinct neuron types in different anatomical regions is an essential step towards establishing a brain cell census. Although estimates exist for the total neuronal populations in different species, the number and definition of each specific neuron type are still intensively investigated. Hippocampome.org is an open-source knowledge base with morphological, physiological and molecular information for 122 neuron types in the rodent hippocampal formation. While such framework identifies all known neuron types in this system, their relative abundances remain largely unknown. This work quantitatively estimates the counts of all Hippocampome.org neuron types by literature mining and numerical optimization. We report the number of neurons in each type identified by main neurotransmitter (glutamate or GABA) and axonal-dendritic patterns throughout 26 subregions and layers of the dentate gyrus, Ammon's horn, subiculum and entorhinal cortex. We produce by sensitivity analysis reliable numerical ranges for each type and summarize the amounts across broad neuronal families defined by biomarkers expression and firing dynamics. Study of density distributions indicates that the number of dendritic-targeting interneurons, but not of other neuronal classes, is independent of anatomical volumes. All extracted values, experimental evidence and related software code are released on Hippocampome.org.",1-Apr-22
1,Diek Wheeler,Cellular anatomy of the mouse primary motor cortex,"An essential step toward understanding brain function is to establish a structural framework with cellular resolution on which multi-scale datasets spanning molecules, cells, circuits and systems can be integrated and interpreted1. Here, as part of the collaborative Brain Initiative Cell Census Network (BICCN), we derive a comprehensive cell type-based anatomical description of one exemplar brain structure, the mouse primary motor cortex, upper limb area (MOp-ul). Using genetic and viral labelling, barcoded anatomy resolved by sequencing, single-neuron reconstruction, whole-brain imaging and cloud-based neuroinformatics tools, we delineated the MOp-ul in 3D and refined its sublaminar organization. We defined around two dozen projection neuron types in the MOp-ul and derived an input–output wiring diagram, which will facilitate future analyses of motor control circuitry across molecular, cellular and system levels. This work provides a roadmap towards a comprehensive cellular-resolution description of mammalian brain architecture.",1-Oct-21
2,Diek Wheeler,A Method for Estimating the Potential Synaptic Connections Between Axons and Dendrites From 2D Neuronal Images,"Computational neuroscience aims to model, reproduce, and predict network dynamics for different neuronal ensembles by distilling knowledge derived from electrophysiological and morphological evidence. However, analyses and simulations often remain critically limited by the sparsity of direct experimental constraints on essential parameters, such as electron microscopy and electrophysiology pair/multiple recording evidence of connectivity statistics. Notably, available data are particularly scarce regarding quantitative information on synaptic connections among identified neuronal types. Here, we present a user-friendly data-driven pipeline to estimate connection probabilities, number of contacts per connected pair, and distances from the pre- and postsynaptic somas along the axonal and dendritic paths from commonly available two-dimensional tracings and other broadly accessible measurements. The described procedure does not require any computational background and is accessible to all neuroscientists. This protocol therefore fills the important gap from neuronal morphology to circuit organization and can be applied to many different neural systems, brain regions, animal species, and data sources. Graphic abstract: The processing protocol from 2D reconstructions to quantitated synaptic connections.",5-Jul-21
3,Diek Wheeler,An update to Hippocampome.org by integrating single-cell phenotypes with circuit function in vivo,"Understanding brain operation demands linking basic behavioral traits to cell-type specific dynamics of different brain-wide subcircuits. This requires a system to classify the basic operational modes of neurons and circuits. Single-cell phenotyping of firing behavior during ongoing oscillations in vivo has provided a large body of evidence on entorhinal–hippocampal function, but data are dispersed and diverse. Here, we mined literature to search for information regarding the phase-timing dynamics of over 100 hippocampal/entorhinal neuron types defined in Hippocampome.org. We identified missing and unresolved pieces of knowledge (e.g., the preferred theta phase for a specific neuron type) and complemented the dataset with our own new data. By confronting the effect of brain state and recording methods, we highlight the equivalences and differences across conditions and offer a number of novel observations. We show how a heuristic approach based on oscillatory features of morphologically identified neurons can aid in classifying extracellular recordings of single cells and discuss future opportunities and challenges towards integrating single-cell phenotypes with circuit function.",6-May-21
4,Diek Wheeler,Comprehensive estimates of potential synaptic connections in local circuits of the rodent hippocampal formation by axonal-dendritic overlap,"A quantitative description of the hippocampal formation synaptic architecture is essential for understanding the neural mechanisms of episodic memory. Yet the existing knowledge of connectivity statistics between different neuron types in the rodent hippocampus only captures a mere 5% of this circuitry. We present a systematic pipeline to produce first-approximation estimates for most of the missing information. Leveraging the www.Hippocampome.org knowledge base, we derive local connection parameters between distinct pairs of morphologically identified neuron types based on their axonal-dendritic overlap within every layer and subregion of the hippocampal formation. Specifically, we adapt modern image analysis technology to determine the parcel-specific neurite lengths of every neuron type from representative morphologic reconstructions obtained from either sex. We then compute the average number of synapses per neuron pair using relevant anatomic volumes from the mouse brain atlas and ultrastructurally established interaction distances. Hence, we estimate connection probabilities and number of contacts for >1900 neuron type pairs, increasing the available quantitative assessments more than 11-fold. Connectivity statistics thus remain unknown for only a minority of potential synapses in the hippocampal formation, including those involving long-range (23%) or perisomatic (6%) connections and neuron types without morphologic tracings (7%). The described approach also yields approximate measurements of synaptic distances from the soma along the dendritic and axonal paths, which may affect signal attenuation and delay. Overall, this dataset fills a substantial gap in quantitatively describing hippocampal circuits and provides useful model specifications for biologically realistic neural network simulations, until further direct experimental data become available.",24-Feb-21
5,Diek Wheeler,Molecular expression profiles of morphologically defined hippocampal neuron types: Empirical evidence and relational inferences,"Gene and protein expressions are key determinants of cellular function. Neurons are the building blocks of brain circuits, yet the relationship between their molecular identity and the spatial distribution of their dendritic inputs and axonal outputs remains incompletely understood. The open-source knowledge base Hippocampome.org amasses such transcriptomic data from the scientific literature for morphologically defined neuron types in the rodent hippocampal formation: dentate gyrus, CA3, CA2, CA1, subiculum, and entorhinal cortex. Positive, negative, or mixed expression reports were initially obtained from published articles directly connecting molecular evidence to neurons with known axonal and dendritic patterns across hippocampal layers. Here, we supplement this information by collating, formalizing, and leveraging relational expression inferences that link a gene or protein expression or lack thereof to that of another molecule or to an anatomical location. With these additional interpretations, we freely release online a comprehensive human- and machine-readable molecular profile for more than 100 neuron types in Hippocampome.org. Analysis of these data ascertains the ability to distinguish unequivocally most neuron types in each of the major subdivisions of the hippocampus based on currently known biochemical markers. Moreover, grouping neuron types by expression similarity reveals eight superfamilies characterized by a few defining molecules.",1-May-20
