,Doc_ID,Name,descriptions,titles,date,source,citations,Location
17053,17053,nathalia peixoto,creativity innovation core phd programs much less present undergraduate master programs creating difficult gap many students moreover dynamics evolution current world making creativity innovation requirement many jobs however large class sizes density material presented domain complexity instructor research experience limiting factors make difficult include creativity innovation training undergraduate curriculum lightning talk session educators practical experience preparing undergraduate students creativity innovation research present debate strategies overcome challenges classes various types eg online vs class levels introductory vs specialized electives using diverse spectrum methodsincluding active learning experiential,teaching strategies nourishing creativity innovation,7/15/2016,journal innovations teaching learning conference proceedings,N/A,Google Scholar
17054,17054,nathalia peixoto,dice design innovation creativity entrepreneurship new interdisciplinary provostlevel university course collaboratively developed faculty three colleges cos vse cehd goal engage students mason creativity innovation require free thinking combination topdown support grassroots innovation propelled passion make deep impact focus course creating next generation steam science technology engineering arts mathematics scholars socialhuman interdisciplinary interest entrepreneurial streak empowered break disciplinary boundaries solutions deep impact pressing human needs furthermore next generation steam students need use design thinking harness stateoftheart capabilities innovate multidisciplinary steam similar,engaging students dice model design thinking innovation creativity entrepreneurship,9/19/2015,journal innovations teaching learning conference proceedings,N/A,Google Scholar
17055,17055,nathalia peixoto,attention assistance device providing attention assistance including various features help maintain users focus given task attention assistance device may include activity sensor generates activity output response detection user generated activity attention assistance device may also timer increments counter regular time intervals resets counter response activity output generates timer output counter reaches threshold attention assistance device may include stimulation unit alerts user response timer output,attention assistance device method,10/22/2013,patent office us,8,Google Scholar
17056,17056,nathalia peixoto,attention assistance device configured help maintain users focus given task one embodiment text presenting user touchscreen user tracking text using finger monitored user stimulated finger stops tracking text predetermined period time another embodiment electronic device presents output configured tracked user monitoring device observes user tracking output sensory stimulating device stimulates user falls attention threshold,attention assistance monitoring,1/22/2013,patent office us,10,Google Scholar
17057,17057,nathalia peixoto,purpose determine proximity stimulus electrode retinal surface effective activation underlying local retinal neurons epiretinal prostheses,determination electrode proximity retinal surface stimulus pulse waveform,6/16/2013,journal investigative ophthalmology visual science,N/A,Google Scholar
17058,17058,nathalia peixoto,present electric circuit model fits behavior iridium oxide coated electrodes tested vitro vivo objective understand interface active iridium oxide biological tissue order first measured impedance cyclic voltammetry five electrodes later implanted hippocampi rodents implanted measured charge delivery cyclic voltammetry impedance spectroscopy later explanted electrodes performed exact tests demonstrating electrodes damaged either tests implant present impedance values fit models suggest include solution resistand constant phase element charge transfer resistance present vitro model phenomenon,vitro versus vivo impedance modeling electrochemically deposited iridium oxide electrodes,4/7/2011,conference ieeenih life science systems applications workshop lissa,N/A,Google Scholar
17059,17059,nathalia peixoto,device controller configured control physical devices using audible humming frequency includes humming frequency module humming command module control command module humming frequency module may configured determine humming frequenc ies using detected humming signal humming command module may configured compute humming command based humming frequenc ies control command module may configured generate control command using received key command humming command,apparatus method control using humming frequency,3/3/2011,patent office us,N/A,Google Scholar
17060,17060,nathalia peixoto,purpose measure model examine electric fields developed retinal layers biphasic pulse stimulation subretinal epiretinal prosthesis electrodes,measurement impedance analysis modeling electric fields developed rabbit retina retinal prosthesis electrodes,4/17/2010,journal investigative ophthalmology visual science,N/A,Google Scholar
17061,17061,nathalia peixoto,N/A,wasting kidney grafts,8/1/2009,conference transplant international,N/A,Google Scholar
17062,17062,nathalia peixoto,present work reports new pattern recognition method applied electrical response gas sensor sensor tin oxide device used electronic nose yields noisy responses submitted organic solvents signals analyzed epsilonblanket fractal dimension associated fractal brownian motion classification features shows close recognition rate five different gases,fractal brownian motion feature extraction noisy signals gas sensors,10/28/2007,conference sensors ieee,N/A,Google Scholar
17063,17063,nathalia peixoto,ballistic conductance large surface area make carbon nanotubes excellent candidates interfacing electrodes biological tissue common requirements electrodes biological applications high charge capacity low impedance small surface area biocompatibility chemical mechanical stability small surface area implies high impedance usually hinders performance terms signal transfer stimulation paradigms carbon nanotubes deposited substrate high impedance give rise high charge carrying capacity lower impedance three decades frequency without significant increases geometrical area,low impedance electrodes biological applications using carbon nanotubes,3/1/2007,journal ecs meeting abstracts,N/A,Google Scholar
17064,17064,nathalia peixoto,N/A,anatomy microlesion,3/1/2006,conference journal neurosurgery,N/A,Google Scholar
17065,17065,nathalia peixoto,work presents brief review significant results integrated sensors microsystems microelectrode array mea biological cell culture studies gas sensors based nanostructured materials porous silicon ps developed mea provides electrical access biological neuron culture signal recording stimulation showing charge injection limit lowered less nccm gas sensors based ps material investigated using changes optical material properties function gas species concentrations,integrated sensors microsystems,2006/2,journal revista mexicana de f sica,N/A,Google Scholar
17066,17066,nathalia peixoto,low frequency applied electric fields shown modulate neuronal activity vitro acute whole animal studies working apply technology seizure control chronically implanted animals developed electronics simultaneously recording neural activity stimulating low frequency fields observed transient entrainment spike wave activity spontaneous seizures open loop sinusoidal stimulation frequencies hz first demonstration low frequency field modulation neural activity chronically implanted mammalian brain,seizure modulation applied electric fields chronically implanted animals,8/30/2006,conference international conference ieee engineering medicine biology society,15,Google Scholar
17067,17067,nathalia peixoto,background,lowfrequency electric field modulation neural activity chronic seizure model,2006,journal society neuroscience,N/A,Google Scholar
17068,17068,nathalia peixoto,N/A,multichannel recording isolated stimulation system chronic electric field stimulation rats,1/1/2005,conference epilepsia,N/A,Google Scholar
17069,17069,nathalia peixoto,work presents brief review significant results integrated sensors andmicrosystems microelectrode array mea biological cell culture studies gas sensors based nanostructured materials porous silicon ps tin oxide developed mea provides electrical access biological neurons culture signal recording stimulation showing charge injection limit lowered less gas sensors based ps material investigated two approaches electrical optical material properties change function gas species concentrations model proposed ps electrical impedance behavior electron transfer mechanism identified responsible photoluminescence pl quenching characterized essays gas sensors based doped nickel studied good sensitivity,integrated sensors microsystems biological environmental applications,2004/8,journal physica status solidi c,N/A,Google Scholar
17070,17070,nathalia peixoto,N/A,multielectrode arrays neuronal excitability culture,2002,journal ibersensor,N/A,Google Scholar
17071,17071,nathalia peixoto,N/A,responses porous silicon organic vapors,2002,journal,N/A,Google Scholar
17072,17072,nathalia peixoto,work presents results axonal arborization identification cell culture neurons helix aspersa use directional image method implemented algorithm initially proposed fingerprint recognition classification adapted idea axonal classification measure,directional images applied axonal arborization identification,10/17/2000,conference sibgrapi,N/A,Google Scholar
17073,17073,nathalia peixoto,apresentamos aqui os resultados de medidas  pticas e eletrofisiol gicas obtidas durante ocorr ncia de ondas de depress o alastrante da na retina de galinha vitro adquirindo simultaneamente os sinais supracitados foi poss vel analisar sua rela  o temporal e espacial durante da ondas foram elicitadas sob condi  es de controle e com aplica  o de cloreto de b rio   solu  ao de perfus o algumas das caracter sticas mais afetadas foram varia  o lenta potencial extracelular velocidade e valor absoluto pico da derivada sinal de tens o onda  ptica intr nseca ios tamb m foi afetada apesar disso pico da derivada potencial ocorreu senpre momento da chegada da onda  ptica   ponta da micropipeta como b rio   um bloqueador de c lulas gliais os resultados dos experimentos evidenciam rela  o entre despolariza  o glial e outros fen menos comcomitantes tais como onda de tens o e ios que dever  ser objeto de investiga  es futuras,depress o alastrante sob efeito de b rio,1996,book anais iii f rum nacional de ci ncia e tecnologia em sa de,N/A,Google Scholar
17074,17074,nathalia peixoto,motivation humaninduced pluripotent stem cells hipscs provide excellent avenue studying vitro neuronal networks closely mimic human brain models tracking differentiation hipscderived neuronal stem cells nscs mature neuronal networks provide insights developmental neurobiology well progression neurodegenerative disorders microelectrode arrays meas excellent tool characterizing electrophysiology specific neuronal culture allow monitoring evoked spontaneous activity longterm periods meas ideal studying changes electrophysiological properties hipscderived cultures mature throughout differentiation process nscs neuronal networks aim measure electrical activity within population nscs differentiate mature neurons using two different substrate,effect substrate coating material spontaneous activity humaninduced pluripotent stem cellderived neuronal stem cells,"motivation: human-induced pluripotent stem cells (hipscs) provide an excellent avenue in studying in vitro neuronal networks that more closely mimic human brain models. tracking the differentiation of hipsc-derived neuronal stem cells (nscs) into mature neuronal networks can provide insights into developmental neurobiology as well as the progression of neurodegenerative disorders. micro-electrode arrays (meas) are an excellent tool in characterizing the electrophysiology of a specific neuronal culture and allow for monitoring of evoked or spontaneous activity over long-term periods. meas are ideal for studying changes in electrophysiological properties of hipsc-derived cultures as they mature throughout the differentiation process from nscs to neuronal networks. here, we aim to measure electrical activity within a population of nscs as they differentiate into mature neurons using two different substrate …",scholar articles effect substrate coating material spontaneous activity humaninduced pluripotent stem cellderived neuronal stem cellspk lafosse zamponi pa mollica k articles,N/A,Google Scholar
17075,17075,nathalia peixoto,methods,resna annual,"interface (q12, q15)",volume   ,N/A,Google Scholar
17076,17076,nathalia peixoto,present work reports new method pattern recognition process electrical response obtained one gas sensor used electronic nose system sensor tin oxide device gave noisy responses submitted different organic solvents come signals analyzed epsilonblanket fractal dimension associated fractal brownian motion approach classification features showed recognition rate different substances,fractal function tool noise signal analyses gas sensor response,the present work reports a new method for pattern recognition process of the electrical response obtained from only one gas sensor used as electronic nose system. the sensor was a tin oxide device that gave noisy responses after submitted to different organic solvents. the out come signals were analyzed by the epsilon-blanket fractal dimension associated with the fractal brownian motion approach. the classification features were showed 100% recognition rate for the different substances.,scholar articles fractal function tool noise signal analyses gas sensor responsejs gonschorowski wj salcedo gcs articles,N/A,Google Scholar
17077,17077,nathalia peixoto,portable standalone system continuous intracellular recordings vitro presented offtheshelf operational amplifier used illustrate feasibility reliability proposed method amplifier powered two coin batteries directly connected traditional intracellular glass electrode brain sea slug tritonia diomedea used experimental model simultaneously impaling one neuron using two electrodes recording two independent systems namely commercial intracellular amplifier portable standalone circuit intracellular signals acquired hours without affecting cell spontaneous spiking patterns implemented system presents signaltonoise ratio higher signals recorded standalone circuit shown reliably reproduce subthreshold activity second order lowpass filter stage possible,portable standalone instrumentation intracellular,"a portable stand-alone system for continuous intracellular recordings in vitro is presented here. an offthe-shelf operational amplifier is used to illustrate the feasibility and reliability of the proposed method. the amplifier is powered by two coin batteries and directly connected to a traditional intracellular glass electrode. the brain of the sea slug tritonia diomedea is used as the experimental model. by simultaneously impaling one neuron using two electrodes, and recording with two independent systems, namely, a commercial intracellular amplifier and the portable stand-alone circuit, intracellular signals are acquired for more than 20 hours without affecting cell spontaneous spiking patterns. the implemented system presents signal-to-noise ratio higher than 30. signals recorded with the stand-alone circuit are shown to reliably reproduce subthreshold activity after a second order low-pass filter stage. possible …",scholar articles portable standalone instrumentation intracellularn peixoto j mavoori n jacobson articles versions,N/A,Google Scholar
17078,17078,nathalia peixoto,N/A,,"organizing committee page 1 v 2උ඀ൺඇංඓංඇ඀ &ඈආආංඍඍൾൾ *hqhudo &kdluv zhi tian 
george mason university brian m. sadler army research laboratory 7hfkqlfdo 
3urjudp &kdluv phillip regalia catholic university of america trac d. tran johns 
hopkins university brian mark george mason university )lqdqfh &kdlu jill nelson 
george mason university /rfdo $uudqjhphqwv &kdlu nathalia peixoto george 
mason university 3xeolfdwlrqv &kdlu kathleen wage george mason university 
3xeolflw\ &kdluv piya pal university of california, san diego seung-jun kim 
university of maryland, baltimore cty 7hfkqlfdo :runvkrs /ldlvrq &kdlu min wu 
university of maryland, college park *ryhuqphqw 3dqho &kdlu joel goodman us 
naval research laboratory 6wxghqw 7udyho &rpplwwhh piya pal university of 
california, san diego hang liu catholic university …",scholar articles tian bm sadler p regalia td tran b,N/A,Google Scholar
17079,17079,nathalia peixoto,low frequency applied electric fields shown modulate neuronal activity vitro acute whole animal studies working apply technology seizure control chronically implanted animals developed electronics simultaneously recording neural activity stimulating low frequency fields observed transient entrainment spike wave activity spontaneous seizures open loop sinusoidal stimulation frequencies hz first demonstration low frequency field modulation neural activity chronically implanted mammalian brain,seizure modulation applied electric fields chronically implanted animals,low frequency (<< 100hz) applied electric fields have been shown to modulate neuronal activity both in vitro and in acute whole animal studies [1-3]. we have been working to apply this technology for seizure control in chronically implanted animals. we have developed electronics for simultaneously recording neural activity while stimulating with low frequency fields. we have observed transient entrainment of spike and wave activity during spontaneous seizures with open loop sinusoidal stimulation with frequencies between 9-15 hz. this is the first demonstration of low frequency field modulation of neural activity in chronically implanted mammalian brain.,scholar articles seizure modulation applied electric fields chronically implanted animalsn peixoto bj gluckmanrelated articles versions,N/A,Google Scholar
17080,17080,nathalia peixoto,motivationbackground optical stimulation genetically modified neuronal cultures emerged powerful tool vitro research application allows activation localized groups neurons spatial precision electrical stimulation localized activation photosensitized neurons demonstrated numerous publications robust uniform reliable transduction genetic material cell culture still appears pose obstacle forcing researchers establish protocols prior beginning intended experimentation therefore purpose study determine viral transfection efficiency utilizing varying viral concentration response introduction mechanical load form slow frequency agitationmaterial methods cell culture optogenetic,agitation transfection efficiency booster vitro optogenetics,"motivation/background optical stimulation of genetically modified neuronal cultures has emerged as a powerful tool for in vitro research application as it allows for the activation of localized groups of neurons with more spatial precision than electrical stimulation. while the localized activation of photosensitized neurons has been demonstrated in numerous publications [1]–[3], the robust, uniform, and reliable transduction of genetic material to the cell culture still appears to pose an obstacle, forcing researchers to establish their own protocols prior to beginning of intended experimentation. therefore, the purpose of this study was to determine viral transfection efficiency utilizing varying viral concentration and in response to the introduction of mechanical load in form of slow frequency agitation.------------------------------------------------------------------------------------------------------material and methods cell culture, optogenetic …",scholar articles agitation transfection efficiency booster vitro optogeneticsa kaiser jose n peixotorelated articles,N/A,Google Scholar
17081,17081,nathalia peixoto,statistical characterization spontaneous neuronal activity signals presented first set signals results vivo measurements action potentials invertebrate neurons second set recorded cultured neurons based multielectrodearray mea acquisition system correlations second thirdand fourthstatistical orders time series estimated compared experimental results provide basis considering probability density function spontaneous activity nongaussian also conclude signals associated mea electrodes present highorder correlated behavior,highorder correlations neuronal spontaneous activity signals,"a statistical characterization of spontaneous neuronal activity signals is presented. the first set of these signals results from in vivo measurements of action potentials of invertebrate neurons; the second set was recorded from cultured neurons based on a multielectrode-array (mea) acquisition system. the correlations of second-, third-and fourth-statistical orders of these time series were estimated and compared to each other. our experimental results provide the basis for considering the probability density function of spontaneous activity as nongaussian, and we also conclude that most of signals associated with mea electrodes present a high-order correlated behavior.",scholar articles highorder correlations neuronal spontaneous activity signalss blesic n peixotorelated articles versions,N/A,Google Scholar
17082,17082,nathalia peixoto,understanding dynamics neural networks dynamics manipulated important study treatment various neurological disorders investigate application sinusoidal stimulation networks neurons investigate stimulation model using izhikevich neural network model also vitro disassociated spinal cord frontal cortex neural networks plated microelectrode arrays observe changes network behavior,effect electrical stimulation neural network dynamics,mea meeting 2012,pages   ,N/A,Google Scholar
17083,17083,nathalia peixoto,N/A,optimization silicon field emission devices addition carbon nanotubes,N/A,N/A,N/A,Google Scholar
17084,17084,nathalia peixoto,N/A,modeling electrochemically deposited iridium oxide coated electrodes,N/A,N/A,N/A,Google Scholar
17085,17085,nathalia peixoto,N/A,cortical stimulation seizure disruption rodent epilepsy model nathalia peixoto ph dgmu james leiphart md ph facs inova,N/A,N/A,N/A,Google Scholar
17086,17086,nathalia peixoto,work reports preliminary results porous silicon multilayers formed narrow vertical silicon walls high aspect ratio,porous silicon multilayers narrow vertical walls optical applications,"this work reports preliminary results on porous silicon multilayers formed on narrow vertical silicon walls of high aspect ratio.silicon walls with lengths ranging from 1 to 10mm, width from 2 to 16µm and height of 18µm were obtained using a simple and cheap chemical anisotropic etching. ps multilayers on the walls, as well as on the substrate, are formed by means of a chemical anodization process with various current densities. the structures are characterized using scanning electron microscopy, optical imaging, and raman spectroscopy. raman analysis shows a multilayer structure on the walls, suggesting different refractive indices for each layer. these results indicate the possibility of obtention of visible light waveguides formed by porous silicon multilayers made on silicon vertical walls. future investigations will focus on the improvement of superficial quality of silicon walls, as well as on the formation of ps layers with adequate refractive indices for the desired application.",scholar articles porous silicon multilayers narrow vertical walls optical applicationse galeazzo wj salcedo hem articles versions,N/A,Google Scholar
17087,17087,nathalia peixoto,en este trabajo investigamos la aplicaci n de una red neural artificial basada en el algoritmo de retropropagaci n para clasificar un conjunto de datos experimentales biol gicos los datos obtenidos en experimentos con conejos representan potenciales el ctricamente evocados como respuestas est mulos de corriente aplicados en la retina los est mulos producidos remotamente son aplicados trav s de un implante posicionado en uno de los ojos del animal de los potenciales evocados analizados posteriori se escoge una caracter stica como atributo  nico para ser presentado la red tras el entrenamiento la red identifica los est mulos el ctricos originalmente utilizados,potenciales el ctricamente evocados identificaci n de amplitudes de est mulos en conejos,"en este trabajo investigamos la aplicación de una red neural artificial basada en el algoritmo de retropropagación ([1]) para clasificar un conjunto de datos experimentales biológicos. los datos obtenidos en experimentos con conejos, representan potenciales eléctricamente evocados como respuestas a estímulos de corriente aplicados en la retina. los estímulos, producidos remotamente, son aplicados a través de un implante, posicionado en uno de los ojos del animal ([2, 3]). de los potenciales evocados, analizados a posteriori, se escoge una característica como atributo único para ser presentado a la red y tras el entrenamiento, la red identifica los estímulos eléctricos originalmente utilizados.",scholar articles potenciales el ctricamente evocados identificaci n de amplitudes de est mulos en conejosnlv peixoto gcs quisperelated articles,N/A,Google Scholar
17088,17088,nathalia peixoto,N/A,probing neuronal excitability culture multielectrode arrays,N/A,N/A,N/A,Google Scholar
17089,17089,nathalia peixoto,neste artigo apresentamos fabrica  o de matrizes de microeletrodos destinadas   aquisi  o de sinais eletrofisiol gicos e estimula  o el trica vitro e sua caracteriza  o el trica em solu  o em particular mostrase aqui um m todo de eletroplatiniza  o simult neo   medida de imped ncia para eletrodos met licos s o discutidas quest es relevantes para fabrica  o e caracteriza  o de microeletrodos com especial aten  o   platina negra utilizada aqui como material de interface entre eletr lito e ouro imped ncia obtida est  na ordem de fazse ainda uma compara  o entre medidas de imped ncia feitas com sinais de em solu  o salina fisiol gica e meio de leibovitz em que s o obtidos valores da ordem de vezes maiores que em nacl para estimula  o el trica viabilidade dos microeletrodos tamb m   demonstrada atrav s da aplica  o de trens de pulsos bif sicos em solu  o e para est mulo de c lulas neurais de g nglios parietais caracol helix aspersa que por sua vez s o mantidos em cultura sobre estruturas fabricadas,matrizes de microeletrodos para medidas eletrofisiol gicas,"neste artigo apresentamos a fabricação de matrizes de microeletrodos destinadas à aquisição de sinais eletrofisiológicos e estimulação elétrica in vitro e sua caracterização elétrica em solução. em particular, mostra-se aqui um método de eletroplatinização simultâneo à medida de impedância para eletrodos metálicos. são discutidas questões relevantes para a fabricação e caracterização de microeletrodos, com especial atenção à platina negra, utilizada aqui como material de interface entre o eletrólito e o ouro. a impedância obtida está na ordem de 50kω. faz-se ainda uma comparação entre medidas de impedância feitas com sinais de 100hz a 100khz em solução salina fisiológica e meio de leibovitz, em que são obtidos valores da ordem de 2, 5 vezes maiores que em nacl. para estimulação elétrica a viabilidade dos microeletrodos também é demonstrada, através da aplicação de trens de pulsos bifásicos em solução e para estímulo de células neurais de gânglios parietais do caracol helix aspersa, que por sua vez são mantidos em cultura sobre as estruturas fabricadas.",scholar articles matrizes de microeletrodos para medidas eletrofisiol gicasn peixoto h peres fj ramirezfernandezrelated articles versions,N/A,Google Scholar
17090,17090,nathalia peixoto,one main challenges technology education keep ever changing tools processes standards dictated newly developed tools available university silicon foundries currently offer custom processes adapted develop sensors optoelectronic devices microelectromechanisms small budget result students different scientific areas electronics electrical engineering profit idea another advantage outsourcing possibility sharing circuits laboratory experiments courseware among universities among disciplines democratizing educational experience thus improving formation qualified human resources knowledge design rules person submit hisher project counterparts another country postprocessing steps sensing element tailored toward specific application designed students several backgrounds involved early later stages process help debugging well field testing examples interdisciplinary projects realized paradigm include electrophysiological signal microelectromechanical systems signal acquisition electronic nose telematic system several applications sensors network cells culture field emission devices,integrated sensors expanding boundaries microsystem design multidisciplinary customers,"one of the main challenges in technology education is how to keep up with the ever changing tools, processes, and standards dictated by newly developed tools not available at the university. silicon foundries currently offer custom processes that can be adapted to develop sensors, optoelectronic devices and microelectromechanisms with a small budget. as a result, students from different scientific areas, in electronics and electrical engineering, profit from the same idea. another advantage of this outsourcing is the possibility of sharing circuits, laboratory experiments, and courseware among universities and among disciplines, democratizing the educational experience and, thus, improving the formation of qualified human resources. with the knowledge of the design rules any person can submit his/her project as any of their counterparts in another country. during the post-processing steps, the sensing element can be tailored toward the specific application they are designed for. students from several backgrounds are involved in the early and later stages of the process, and help with debugging, as well as with field testing. examples of interdisciplinary projects realized under this paradigm include: electrophysiological signal microelectromechanical systems, signal acquisition, electronic nose, telematic system for several applications such as sensors network, cells culture, and field emission devices.",scholar articles integrated sensors expanding boundaries microsystem design multidisciplinary customersfj ramirezfernandez jf justo e articles versions,N/A,Google Scholar
17091,17091,naveen naik sapavath,demand digital media services increasing number wireless subscriptions growing exponentially order meet growing need mobile wireless networks advanced tremendous pace recent days however centralized architecture existing mobile networks limited capacity range bandwidth radio access network low bandwidth backhaul network handle exponentially increasing mobile traffic recently seen growth new mechanisms data caching delivery methods intermediate caching servers paper present survey recent advances mobile edge computing content caching including caching insertion expulsion policies behavior caching system caching optimization based wireless networks important open challenges mobile edge computing,recent advances mobile edge computing content caching,5/1/2020,source digital communications networks,84,Google Scholar
17092,17092,naveen naik sapavath,article design develop evaluate wireless virtualization wivi architecture wireless networking emerging internet things iot network applications using threelayer game theory model wivi regarded emerging network paradigm support different network service requirements delay sensitive bandwidth hungry high data rate etc different iot applications proposed threelayer game model interactions among three entities wireless resource providers wrps mobile virtual network operators mvnos subscribed wireless users ie iot devices formulated strategies optimize respective utilities wivi enables wrps also known leaders threelayer game sublease wireless resources mvnos also known leaders threelayer game rf slicing adaptively setting,wireless virtualization architecture wireless networking internet things,9/19/2019,journal ieee internet things journal,31,Google Scholar
17093,17093,naveen naik sapavath,paper study machine learning enabled smart beam scheduling approach wireless virtualization mimo system mimo regarded emerging technology enhance data rate future wireless networks wireless virtualization regarded efficient paradigm enhance radio frequency rf spectrum utilization subleasing rf slices wireless infrastructure providers mobile virtual network operators mvnos leverage machine learning approach scheduling beams mimo rf slices help subsets antennas subleased mvnos performance proposed approach evaluated using simulation results results show proposed approach outperforms state art approach,machine smart beamforming wireless virtualization mimo system,2019/9,journal transactions emerging telecommunications technologies,12,Google Scholar
17094,17094,naveen naik sapavath,malicious actions cyberadversaries growing exponentially makes difficult combat cyberattacks emerging networked cyber physical systems cps internet things iot furthermore wireless networks major communication media emerging cps iot applications highly vulnerable cyber attacks nature open communications paper evaluate performance cyber deception system combat cyber adversaries virtualized wireless networking framework software defined network sdn controller creates mobile virtual network operators mvnos continuously senses network observes connections creates deception mvno direct cyber adversaries deception mvno used learn cyber adversaries terms capabilities intent much damage system,performance evaluation deception system deceiving cyber adversaries adaptive virtualized wireless networks,11/7/2019,book proceedings acmieee symposium edge computing,8,Google Scholar
17095,17095,naveen naik sapavath,paper study secrecy rate maximization wireless virtualization heterogeneous wireless networks mobile virtual network operators mvnos borrow frequency slices wireless infrastructure providers wips serve end users subleasing frequency slices mvnos wips use service level agreements sla mvnos divide reconfigure rf bands use two stage game maximizing payoff mvnos secrecy rates aka payoff end users performance proposed game evaluated using numerical results mvnos offer lowers price attract users requests users end users adapt strategies improve secrecy rates,maximizing secrecy rate payoff wireless virtualization heterogeneous wireless networks,2/18/2019,conference international conference computing networking communications icnc,5,Google Scholar
17096,17096,naveen naik sapavath,paper investigate machine learning approaches sparse bayesian linear regression sblr support vector machine svm channel state information csi prediction dynamic radio frequency rf slicing software defined virtual wireless networks largescale multiinput multioutput mimo wireless networks specifically subset antennas virtual wireless networks transmits pilot symbols estimating csi use estimated csi dataset train estimate remaining channels future csi virtual networks using machine learning algorithms helps predict csi least overhead fulfills service demands users also reduce power consumption computation overhead network predicted csi leveraged rf slicing virtual wireless networks simulation results show proposed sblr predicting csi,machine learning rf slicing using csi prediction software defined largescale mimo wireless networks,5/11/2020,journal ieee transactions network science engineering,3,Google Scholar
17097,17097,naveen naik sapavath,securing communication two wireless devices users challenging without compromising sensitivepersonal data address problem developed artificial intelligence ai algorithm secure communication virtualized wireless networks detect cyberattacks virtualized environment challenging compared traditional wireless networks setting however successfully investigate efficient cyberattack detection algorithm using ai algorithm bayesian learning model detecting cyberattacks fly studied results random forest deep neural network dnn models detect cyberattacks virtualized wireless network considered required transmission power threshold value classify suspicious activities model present formal mathematical analysis numerical results support claims,prediction detection cyberattacks using ai model virtualized wireless networks,6/26/2021,conference ieee international conference cyber security cloud computing ieee international conference edge computing scalable cloud edgecom,2,Google Scholar
17098,17098,naveen naik sapavath,availability different wireless networks wireless virtualization dynamic network selection given heterogeneous environment challenging task cyber security data privacy requirements wireless users selection low cyber risk network result good service experience users network selection virtualized wireless environment determined various factors quality experience qoe data loss prevention security privacy paper propose learning model dynamic network selection based cyberattack index ci value networks develop recommendation system recommends user select secure network least ci value mathematical model based least squares convex optimization presented predicts ci network goal maximizing number wireless users,learning model cyberattack index based virtual wireless network selection,6/28/2021,book proceedings acm workshop wireless security machine learning,1,Google Scholar
17099,17099,naveen naik sapavath,dynamic wireless resource allocation one challenging problem wireless networks offer services high data rate high spectral efficiency minimum energy low latency high demand limited wireless resources address problem investigate efficient wireless resource allocation scheme using fully connected convolutional neural network cnn long time short memory lstm algorithm predicting demand mobile virtual network operators mvnos sublease spectrum wireless infrastructure providers wips serve mvnos users wips sublease wireless resources mvnos fly mvnos act like independent wireless service providers end users maximizing payoffs resource utilization necessary wips mvnos allocate wireless resources adaptively meet users requirements present formal,artificial intelligence assisted wireless resource allocation wireless network virtualization,1/9/2021,conference ieee annual consumer communications networking conference ccnc,N/A,Google Scholar
17100,17100,naveen naik sapavath,mobile virtual network operators mvnos wireless infrastructure provider wips make profits centralized management interactive resource sharing end users enhances spectrum efficiency scalability internet things iot applications wireless virtualization environment due large number wireless devices fast growth various wireless services different applications iot devices vulnerable possible cyberattacks need prevent attacks latest challenges faced iot devices insufficient privacy protection lack iot device management lack physical hardening connectivity massive number internet things devices increase possibility malware attacks time enables aiml based analytics offer security solutions based exploiting behavioral patterns local,advances aibased security internet things wireless virtualization environment,12/30/2020,book security organization within iot smart cities,N/A,Google Scholar
17101,17101,naveen naik sapavath,tackle high data traffic assist emerging telecommunication technologies internetofthings machinemachine communications future generation mobile communication require multiple complex operations ie allocation abstraction isolation wireless resources etc machine learning ml enabled softwaredefined networking sdn wireless virtualization two promising technologies provide programmability flexibility terms managing configuring optimizing wireless resources better performance achieved dissertation focus developing architecture wireless virtualization iot devicesmobile users optimal radio resources allocation methods using machine learning artificial intelligence ai algorithms security techniques using ai adopting virtualization softwaredefined networking sdn,wireless virtualization enhancing network capacity energy efficiency security wireless internet things,2020,institution howard university,N/A,Google Scholar
17102,17102,naveen naik sapavath,paper present experimental implementation dynamic spectrum access dsa algorithm using universal software radio peripheral usrp gnu radio setup contains two primary users two cognitive radios secondary users one primary user fixed allowed change position randomly depending upon position primary user cognitive user use spectrum band detected energy certain predefined threshold level cognitive radio users also programmed operate independently without interfering using energy detection algorithm spectrum sensing modulation scheme set gmsk secondary user performing data transmission experimental setup used analyze quality video transmission using dsa provides insight regarding possibility using free,experimental setup dsa algorithm suitable high bandwidth data transfer using usrp gnu radio companion,2018,conference advances signal processing intelligent recognition systems proceedings third international symposium signal processing intelligent recognition systems september manipal india,N/A,Google Scholar
17103,17103,omoche cheche agada,recovering deleted data timeconsuming task digital forensic investigations tedious task may produce useful results new files written locations containing previouslydeleted file data may render even deleted file unrecoverable insights factors influence deleted file decay required enable digital forensic professionals determine attempting file recovery wise use time significant research efforts focused deleted file decay gaps knowledge still exist chapter discusses attempt collecting data help discover deleted file content decays time computing systems running microsoft new technology filesystem ntfs particular describes implementation digital body farm uses differential analysis monitor record patterns decay deleted data erased overwritten,digital body farm collecting deleted file decay data,7/10/2022,book advances digital forensics xviii ifip wg international conference virtual event january revised selected papers,1,Google Scholar
